,name,lat,lng
0,Cnaphalocrocis_medinalis,22.33361037294856,114.16957491456951
1,Cnaphalocrocis_medinalis,22.33176827218452, 114.15936672660469
2,Cnaphalocrocis_medinalis,22.504790097519606, 114.14776299454057
3,Cnaphalocrocis_medinalis,22.32362054284832, 114.18042554164843
4,Cnaphalocrocis_medinalis,22.251086688528726, 113.88972887238852
5,Cnaphalocrocis_medinalis,22.399136567035967, 114.31760823950145
6,Cnaphalocrocis_medinalis,22.411215328986348, 113.94525520247187
7,Cnaphalocrocis_medinalis,7.67756036785475, 80.70259706238697
8,Cnaphalocrocis_medinalis,6.631099384404232, 81.09810485276212
9,Cnaphalocrocis_medinalis,6.358204092682988, 80.04341741176171
10,Cnaphalocrocis_medinalis,8.35205519891021, 79.93355413665749
11,Cnaphalocrocis_medinalis,9.318224367530503, 80.17525334188674
12,Cnaphalocrocis_medinalis,24.440458744317667, 121.51287051318187
13,Cnaphalocrocis_medinalis,23.76353786562503, 120.77129340622842
14,Cnaphalocrocis_medinalis,22.87066884892453, 120.9141156638639
15,Cnaphalocrocis_medinalis,18.88119536358389, 98.28849315884985
16,Cnaphalocrocis_medinalis,15.3115901081388, 100.17814149064228
17,Cnaphalocrocis_medinalis,13.48136768501054, 99.47501652997532
18,Cnaphalocrocis_medinalis,8.99996041536059, 99.21134466972521
19,Cnaphalocrocis_medinalis,7.1290857490738295, 100.353922730809
20,Cnaphalocrocis_medinalis,6.29985913916361, 101.23282893164269
21,Cnaphalocrocis_medinalis,-25.520253256120803, 130.35815841710223
22,Cnaphalocrocis_medinalis,-23.11774709308548, 123.3269088104328
23,Cnaphalocrocis_medinalis,-32.5816443066194, 147.93628243377592
24,Cnaphalocrocis_medinalis,-34.34127532746415, 142.4870639886071
25,Cnaphalocrocis_medinalis,-24.404755047435028, 147.58471995344246
26,Chlorops_oryzae,34.557991804469864, 102.91592679770916
27,Chlorops_oryzae,35.493621110903575, 98.52139579354073
28,Chlorops_oryzae,29.49395698120544, 104.05850485879294
29,Chlorops_oryzae,36.06404744409117, 109.68350454412852
30,Chlorops_oryzae,37.192556790524584, 102.65225493745905
31,Chlorops_oryzae,36.45161721302969, 139.05772206381062
32,Chlorops_oryzae,38.060479589496964, 139.76084702447758
33,Chlorops_oryzae,40.17410573078261, 140.37608136506114
34,Chlorops_oryzae,35.59864532452661, 136.9483471818098
35,Chlorops_oryzae,40.10248281753292, 127.29000558523154
36,Chlorops_oryzae,40.40433117049585, 126.80660717477303
37,Chlorops_oryzae,40.32899532398576, 127.70748603062755
38,Chlorops_oryzae,-39.92578324796225, 127.16915598261691
39,Chlorops_oryzae,39.833043818404924, 126.8944977948564
40,Chlorops_oryzae,39.89207433069435, 126.56490796954375
41,Chlorops_oryzae,36.3575927619091, 128.20036060902282
42,Chlorops_oryzae,36.649017021232076, 127.25553644312662
43,Chlorops_oryzae,35.958431686433904, 127.53019463088715
44,Chlorops_oryzae,37.37712926216105, 128.52995043433546
45,Chlorops_oryzae,36.675455707779726, 128.1893742815124
46,Chlorops_oryzae,36.481361258046654, 126.59635679250137
47,Chlorops_oryzae,35.78928770824996, 127.88175711122062
48,Chlorops_oryzae,35.37828865476376, 127.67301688852261
49,Chlorops_oryzae,36.03842640043505, 127.78288016362681
50,Chlorops_oryzae,36.32219411648802, 126.79411068768894
51,Chilo_suppressalis,23.117909999332866, 79.47802208960657
52,Chilo_suppressalis,23.602026388661738, 75.61083438901288
53,Chilo_suppressalis,25.123183841321882, 77.54442823930972
54,Chilo_suppressalis,22.632041039000928, 82.46630349461076
55,Chilo_suppressalis,21.900014515929225, 79.30224083048866
56,Chilo_suppressalis,7.710223982461059, 80.81271410919632
57,Chilo_suppressalis,8.10197162579169, 80.35128830401185
58,Chilo_suppressalis,7.906144299588301, 80.6479191787733
59,Chilo_suppressalis,7.503320803360851, 81.4828801595833
60,Chilo_suppressalis,7.459749604743103, 80.97750903961933
61,Chilo_suppressalis,34.41522208367373, 103.72087233102127
62,Chilo_suppressalis,37.26458511635223, 101.43571596248866
63,Chilo_suppressalis,34.84912764229012, 100.29313777822233
64,Chilo_suppressalis,34.48769718728388, 106.79704436558441
65,Chilo_suppressalis,33.24711433297718, 102.57829414675497
66,Chilo_suppressalis,37.64608470462475, 139.3358225528189
67,Chilo_suppressalis,38.06245963771501, 139.24793192325993
68,Chilo_suppressalis,37.087268447809784, 136.78699429560942
69,Chilo_suppressalis,35.957207913359966, 137.40222870252208
70,Chilo_suppressalis,38.13162663656305, 139.42371318237784
71,Chilo_suppressalis,24.253365668922623, 117.7632399888847
72,Chilo_suppressalis,23.26798394473193, 116.21416764290827
73,Chilo_suppressalis,3.6894925147822413, 102.32909986577549
74,Chilo_suppressalis,4.0840898378618515, 101.97753734753971
75,Chilo_suppressalis,3.9306573454352858, 101.0766583945605
75,Chilo_suppressalis,3.9306573454352858, 101.0766583945605
76,Scirpophaga_incertulas,33.99829115994667, 65.16667474319013
77,Scirpophaga_incertulas,34.48871019276793, 65.32048334491827
78,Scirpophaga_incertulas,33.5416599856083, 65.29851068752855
79,Scirpophaga_incertulas,33.5416599856083, 63.38688949462144
80,Scirpophaga_incertulas,28.311314488303488, 83.94066129860846
81,Scirpophaga_incertulas,28.330657097270645, 83.50120815081375
82,Scirpophaga_incertulas,28.417655256766306, 83.85277066904953
83,Scirpophaga_incertulas,28.29196836103646, 84.34715546031862
84,Scirpophaga_incertulas,27.20532734963973, 90.36728406033973
85,Scirpophaga_incertulas,27.127132334129893, 90.4112293751192
86,Scirpophaga_incertulas,27.34203665332136, 89.53232307952973
